gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0.014535597097943689,-0.003937399212760115,-0.0025347068341069084,-0.02085422622665263,-0.47011624513964073,-0.001667853239083439,0.008185467068180768,0.06848476751975026,-0.18253792936984783,-0.018014917329205175,0.0,-0.07843191614701234,0.004855810335478066,0.04483801380454743,-0.9955317074436301,0.016523331977981365,-0.019679426189672774,0.1635916080131492,-0.26682022244102543
0.00704288769991462,0.01584981146414662,-1.7800710692931052e-05,0.005234688657311481,0.2425744653835464,-0.0028797149037824007,0.0414758449852171,0.13253624886841847,0.15882404194277644,0.04483154994389293,0.0,-0.1071617122006689,0.008501394898393473,0.04229913689485243,0.6474674659439589,0.02991065595123313,-0.01971940103011369,0.3043841374567444,0.04581740741138747
-0.018108495996583485,-0.0060105786800657155,0.0011380713569590706,-0.005405119696662698,-0.07728763307854394,-0.0044317372417737215,0.006279017405044088,-0.11718238050554125,-0.1321760941948307,-0.005291155335176766,0.0,0.0574246829918128,0.007205187517441126,-0.13203692355364474,-0.45588170855709564,0.016550727638851463,-0.03614894788585361,0.040127133516984846,0.002057111480622002
-0.023831048227979292,-0.004046211173803948,0.007753150525521998,0.004481766406491388,-0.11991287226330047,-0.003579954898822198,-0.025693595491407942,0.16810358453897276,0.18033042174494535,0.04002077117460059,0.0,-0.1813530363627588,-0.011305806442078372,-0.025509521149318024,0.6007678657025841,-0.059440840353417686,0.05893714227803767,-0.016406990624927686,-0.07513908942882619
-0.0068864047223686775,-0.006181803337314496,0.000866074066400951,0.001617828315280401,-0.3375118967318349,-0.004810150575600197,0.006337205095257651,-0.09882912574633798,-0.1742334188945564,-0.021723319450220477,0.0,0.12965958084592083,0.01028296913896612,0.09398518887822521,-0.9359977171028664,0.015890570008603576,-0.015859470079104675,-0.08185312727231006,-0.014850597371449538
-0.012948043112487519,-0.0021277222203950163,-0.0001304571979277322,0.004300524858052648,-0.059339975792809585,-0.00463004746355288,0.026961528036005634,0.1418310542715661,0.10735413278518574,-0.012449475594292417,0.0,0.07401128070415472,0.011629567236164207,0.03822744054846384,0.6403880078693914,0.04626824464124587,-0.050984304795637835,0.2523446176202559,-0.051327271085324686
0.003512411210293142,-0.001951542724616693,-0.0011953931253101786,0.004492134783897683,-0.044081443941649576,-0.0036287783552558855,-0.03954303752936483,0.13036904720800085,0.08085007559674605,-0.019700091141061308,0.0,-0.13800666600491823,0.009960993636725998,0.04113489444669485,0.5964331792924918,0.03372312433374489,-0.061789175134525774,0.3682984840407278,-0.054804095382815964
-0.018441619983988154,-0.003926581707851178,-0.006171653585861218,-0.02049054957201932,-0.07500711911503122,-0.000596179259180688,0.00913619708986002,-0.023034551662364875,-0.37351746358865234,-0.02757454266965443,0.0,-0.21526171685380985,-0.006031312120521088,-0.057875892317013754,0.5437602322170303,0.025324673697842064,-0.02180573037473076,-0.265698933479407,-0.023219441780596078
-0.0036462459209275514,-0.00798105269967265,8.804029598142492e-05,-0.007818314202514647,-0.1552853798601545,-0.002492653052364944,-0.009498307853922524,0.022479201425384978,-0.1936207090989708,-0.013488795182937125,0.0,-0.04353648523067509,-0.01575744746125559,-0.11318797582322465,-0.7262875331017394,-0.0262875354192347,-0.01980613068633722,-0.11852330764150588,0.009856642337839897
0.00018924425639363864,0.025369685949965626,0.00042965140739142574,0.0015636026214393927,-0.07201629697581828,-0.027213095692223063,-0.03468745441876127,-0.25988134724073697,0.14383831510593725,0.014533524348495514,0.0,0.061436134761674775,-0.020117700779422997,-0.036009105193526174,0.5358921738709287,0.030288502723275802,0.03344726454353111,-0.04021353051433199,-0.03861652169399574
0.012930783807288172,-0.01112174650256008,0.004746022600765337,-0.021270984532405553,-0.3551818749805982,-0.003971020019312713,0.009597767033859221,0.11646843484147097,-0.2988705054437825,-0.019440718831653676,0.0,0.10072592143119403,0.032683678785167515,0.04452917266022998,0.44219381509789346,0.03717970721098701,0.028637766948204028,0.35093663843309286,-0.08232256701684947
-0.014448228750574568,0.03112880228694834,-0.0029922343327949807,0.007278562221774544,-0.5169601959993566,-0.002046266572909915,0.008362705327493686,0.06885997801151983,-0.18999845383004807,-0.01714136965239899,0.0,-0.080688839872471,0.004855810335478066,0.025633302593507785,-0.9816890573865817,0.015767975915556176,-0.02356834472748142,0.14149472356481607,-0.24319958395714047
0.002233199001592623,-0.003492729720714979,-0.0009072859444628836,0.008369127743877615,-0.20964547538972841,0.0711473849167127,-0.007798965541868721,-0.21754883756573745,0.17303794486157043,0.005684971160150918,0.0,0.15468223112157953,-0.018658494975533253,-0.039470713224799156,0.5942664288082806,0.023298847428078102,-0.03841480191953324,-0.04495405225197247,-0.13374524789924186
-0.0027340747937398798,0.022111023532205797,0.00017870469923613727,0.004043514437677446,0.08913648791280393,-0.00463004746355288,0.031751457931059185,0.14406179096377703,0.20949883213111045,0.020530843627636734,0.0,0.046942047307615184,-0.008457418580199952,0.045600963764290355,0.6519515113671077,0.03668920901962327,-0.024830747908079293,0.08167095189100682,0.029508961961553157
0.025326897245935554,-0.00440424623099187,-0.00561674587617613,-0.0084655577299769,-0.1197648327895363,-0.009538856294248565,-0.016999308090602787,-0.2338358051236447,0.13171502400747376,0.03475658745361076,0.0,-0.13782664572321013,-0.01868123580340602,-0.021186949554225582,0.5062515758647198,-0.060357449320573006,0.005434657858733663,-0.08696502384753549,-0.011116107763990963
0.007162083897896285,-0.004281353380885272,0.0001288047936023427,-0.020456365554539765,-0.3645304624161867,-0.002160237149155926,0.010308300815405487,0.08058073780591463,0.18571109529268348,0.09183632438598327,0.0,0.07893146227958164,-0.024652751893472092,0.09408838452624528,-1.0094644287105579,0.016763281927753067,-0.06010303495105821,-0.0688903440242929,0.024965591095297515
-0.00032261687307170046,-0.00793164956407147,-0.0016746076615620216,-0.0059895417376492,0.17034440269048706,-0.0010742748637501544,-0.006835230844763253,0.012667566119998646,-0.25106366991572615,-0.01297298294189821,0.0,-0.04419186254174902,-0.004696245633893677,-0.11975558598875115,-0.879685507211304,-0.02801187546930697,0.058800472506554,-0.1426596935139086,-0.002639744193299035
-0.0015508315917460225,-0.0024518150626222325,0.0004345788977883728,-0.020447237308373733,0.007450465577273361,-0.0035030622643377435,0.022689112918465773,0.16780197055177629,0.2136946010231216,-0.015931422159455606,0.0,0.07147030065421099,0.015316346704080025,-0.032575650300025814,0.6929404986481622,0.04539466756281423,0.04357399609350922,0.08101609455444712,-0.06368652669983835
-0.040800721460111655,-0.0016918802492644502,0.000432284716233592,0.03626362607476711,-0.1956812118497689,-0.002538650482982402,0.010971340121875417,0.07776488123318051,0.1504664385681523,-0.012112868389678504,0.0,0.05572749136999019,0.018601688263535098,0.2155837018566669,-0.3415942434067184,0.02623323071175595,-0.06365016540513703,0.3539973688046053,-0.017989342757633683
-0.016252301424066192,-0.005882113933580051,0.0005233578828731623,0.0013224974947088782,-0.034960509789908945,0.014758770274192501,-0.0014097065969489585,-0.05741003844190636,-0.1680731104075349,0.012914750361062126,0.0,0.09222239460558095,-0.006101285054772057,-0.16775171543801828,-0.6046820618896251,-0.033648900037412166,-0.02644203075213547,-0.058275881033067696,0.01265143515401603
-0.0005320789183553949,0.024413856972919642,0.00042965140739142574,0.003174685877481953,0.27691192425772176,-0.002609800646915773,0.03160626043105381,0.11913410714678696,0.22750367943247968,0.018109760293921428,0.0,0.09185643593190192,-0.007758964272686441,-0.03823510766376001,0.7348021499796527,0.035710482780412056,0.014139120214763276,-0.03524712791065723,0.019321172153825276
3.9460607339311965e-05,-0.004698815421812969,0.0018088869952068876,0.008339241139854233,0.01738389574800522,0.045007676243376524,-0.0035371561279990337,-0.0933611856536322,-0.1939634204644584,0.024193844011535785,0.0,0.08682512591468304,-0.012463201983536638,-0.029952428403801218,0.5908450327380937,-0.06006189760069025,0.03262379228851573,-0.13059464912617988,-0.028869744525595695
-0.014072817905183894,-0.0031466649487877805,0.0022547921072821327,-0.01394042377411316,-0.12366238473920091,-0.003886297670517304,-0.01159218734428235,0.004830525845312404,-0.2526539173599379,-0.00493987842704319,0.0,-0.07559897914543055,-0.01087378208597364,-0.2504302902146019,-0.5074487708038699,0.016232408094717297,-0.014942090270481819,-0.262524598054781,0.01910047970734189
